Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_2487_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2513_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2481_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2499_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2508_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2496_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2505_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2493_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_2490_,1.1,2.750e-07,0.000e+00,1.739e-08,2.924e-07
_1681_,1.1,2.750e-07,0.000e+00,1.731e-08,2.923e-07
_1677_,1.1,2.731e-07,0.000e+00,1.906e-08,2.921e-07
_1582_,1.1,2.726e-07,0.000e+00,1.906e-08,2.917e-07
_1567_,1.1,2.726e-07,0.000e+00,1.906e-08,2.916e-07
_1563_,1.1,2.724e-07,0.000e+00,1.906e-08,2.915e-07
_1586_,1.1,2.724e-07,0.000e+00,1.906e-08,2.915e-07
_1572_,1.1,2.724e-07,0.000e+00,1.906e-08,2.915e-07
_1588_,1.1,2.724e-07,0.000e+00,1.906e-08,2.915e-07
_1527_,1.1,2.724e-07,0.000e+00,1.906e-08,2.914e-07
_2468_,1.1,2.702e-07,0.000e+00,2.120e-08,2.914e-07
_1540_,1.1,2.723e-07,0.000e+00,1.906e-08,2.914e-07
_1561_,1.1,2.722e-07,0.000e+00,1.906e-08,2.913e-07
_1569_,1.1,2.722e-07,0.000e+00,1.906e-08,2.912e-07
_1709_,1.1,2.721e-07,0.000e+00,1.906e-08,2.912e-07
_1613_,1.1,2.721e-07,0.000e+00,1.906e-08,2.912e-07
_1577_,1.1,2.721e-07,0.000e+00,1.906e-08,2.912e-07
_1641_,1.1,2.720e-07,0.000e+00,1.906e-08,2.910e-07
_1533_,1.1,2.719e-07,0.000e+00,1.906e-08,2.910e-07
_1490_,1.1,2.674e-07,0.000e+00,2.286e-08,2.902e-07
_1584_,1.1,2.724e-07,0.000e+00,1.730e-08,2.897e-07
_1654_,1.1,2.722e-07,0.000e+00,1.730e-08,2.895e-07
_1607_,1.1,2.721e-07,0.000e+00,1.730e-08,2.894e-07
_1645_,1.1,2.720e-07,0.000e+00,1.730e-08,2.893e-07
_1593_,1.1,2.720e-07,0.000e+00,1.730e-08,2.893e-07
_1665_,1.1,2.719e-07,0.000e+00,1.730e-08,2.892e-07
_1660_,1.1,2.719e-07,0.000e+00,1.730e-08,2.892e-07
_1627_,1.1,2.719e-07,0.000e+00,1.730e-08,2.892e-07
_1702_,1.1,2.719e-07,0.000e+00,1.730e-08,2.892e-07
_1542_,1.1,2.718e-07,0.000e+00,1.730e-08,2.891e-07
_1704_,1.1,2.708e-07,0.000e+00,1.827e-08,2.891e-07
_1537_,1.1,2.717e-07,0.000e+00,1.730e-08,2.890e-07
_1672_,1.1,2.717e-07,0.000e+00,1.730e-08,2.890e-07
_1535_,1.1,2.715e-07,0.000e+00,1.730e-08,2.888e-07
_1565_,1.1,2.713e-07,0.000e+00,1.730e-08,2.886e-07
_1519_,1.1,2.706e-07,0.000e+00,1.730e-08,2.879e-07
_2209_,1.1,2.624e-07,0.000e+00,2.546e-08,2.879e-07
_2199_,1.1,2.624e-07,0.000e+00,2.546e-08,2.879e-07
_1493_,1.1,2.649e-07,0.000e+00,2.286e-08,2.878e-07
_1657_,1.1,2.669e-07,0.000e+00,2.065e-08,2.876e-07
_1650_,1.1,2.668e-07,0.000e+00,2.065e-08,2.874e-07
_2154_,1.1,2.654e-07,0.000e+00,2.126e-08,2.867e-07
_1601_,1.1,2.653e-07,0.000e+00,2.065e-08,2.859e-07
_1500_,1.1,2.632e-07,0.000e+00,2.253e-08,2.858e-07
_1470_,1.1,2.631e-07,0.000e+00,2.253e-08,2.857e-07
_1491_,1.1,2.620e-07,0.000e+00,2.286e-08,2.849e-07
_1484_,1.1,2.620e-07,0.000e+00,2.286e-08,2.848e-07
_2276_,1.1,2.577e-07,0.000e+00,2.546e-08,2.832e-07
_2703_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2715_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2693_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2721_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2709_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2658_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2590_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2596_,1.1,2.657e-07,0.000e+00,1.739e-08,2.831e-07
_2475_,1.1,2.647e-07,0.000e+00,1.739e-08,2.821e-07
_2726_,1.1,2.640e-07,0.000e+00,1.739e-08,2.814e-07
_2629_,1.1,2.640e-07,0.000e+00,1.739e-08,2.814e-07
_2635_,1.1,2.640e-07,0.000e+00,1.739e-08,2.814e-07
_2606_,1.1,2.640e-07,0.000e+00,1.739e-08,2.814e-07
